word,count
ben,187
türk,166
var,153
sayın,138
türkiye,138
biz,133
değil,80
bizim,64
ittifakı,57
benim,52
parti,51
hdp,50
erdoğan,50
cumhurbaşkanı,42
büyük,42
ikinci,41
siz,40
kılıçdaroğlu,38
ifade,38
sinan,37
oğan,37
önce,37
aday,35
son,34
iyi,33
oy,32
bize,31
biliyor,31
devlet,30
iki,29
bana,29
musunuz,29
adayı,28
seçim,28
olacak,27
içerisinde,27
dedi,26
bugün,26
insanlar,26
mesela,26
hiçbir,25
yurt,24
sadece,24
önemli,24
söyleyeyim,24
pkk,23
kendi,23
bin,23
tane,23
lazım,23
