word,count
türk,27
bizim,16
ittifakı,14
türkiye,14
ikinci,13
bize,11
biz,10
mayıs,7
adayı,7
sayın,7
temel,7
milletinin,6
cumhurbaşkanlığı,6
ata,6
turda,6
içerisinde,6
sosyal,6
medya,6
aday,6
son,6
yönelik,6
büyük,6
oy,5
teşekkür,5
ilk,5
ana,5
değil,5
ettik,5
türlü,5
mücadele,5
devam,5
değerli,4
tura,4
seçimlerin,4
ederim,4
genel,4
parti,4
seçmen,4
üzerinden,4
bizimle,4
beraber,4
bizi,4
borç,4
rağmen,4
önce,4
ifade,4
olmuştur,4
iki,4
milliyetçi,4
sığınmacılar,4
