word,count
biz,113
bizim,58
türkiye,57
ben,45
var,45
değil,37
bay,31
inşallah,27
terör,26
kürt,23
zaman,23
allah,23
devam,22
istanbul,21
özellikle,21
seçim,20
önemli,19
kemal,19
güçlü,19
benim,18
rusya,18
diyor,17
onlar,17
söz,17
parti,17
yaptık,17
bugün,17
bakın,16
sadece,16
ayrı,16
beraber,15
gün,15
birlikte,15
edeceğiz,15
biliyorsunuz,14
bin,14
tek,14
lazım,13
siz,13
kendi,13
farklı,13
e,13
açık,13
izmir,13
yeni,13
bey,13
sen,13
bize,12
yıl,12
millet,12
