word,count
lazım,46
var,38
biz,37
türkiye,26
medya,20
zaman,19
bizim,18
değil,17
büyük,16
dolayısıyla,14
terör,14
konusunda,12
ben,12
sadece,11
diyor,11
ingiltere,11
güzel,10
yüksek,10
siyaset,10
şeyi,9
güçlü,9
olağanüstü,9
önce,9
olacak,9
ilgili,9
savunma,9
nedenle,8
benim,8
devlet,8
gittim,8
parti,8
beraber,8
özgürlüğü,8
yaptı,7
zamanda,7
yerde,7
siz,7
değeri,7
sahibi,7
önemli,7
adalet,7
iki,7
kim,7
onlar,7
yeniden,7
amerika,7
iyi,6
gerçekten,6
gerekiyor,6
üreten,6
