word,count
ben,79
biz,72
var,64
parti,47
değil,44
genel,34
zaman,30
hayır,29
bizim,28
bakın,28
olur,28
siz,27
kendi,27
erdoğan,27
devletin,25
türkiye,23
seçim,23
başkan,21
oy,21
partinin,19
önce,19
evet,19
bana,18
benim,18
milyon,17
onlar,16
yeni,15
elbette,15
dolayısıyla,15
vardır,15
efendim,15
il,15
partiyiz,14
iki,14
yana,14
hiçbir,13
olabilir,13
partisi,13
halk,13
doğru,13
lazım,13
ayrı,13
başkanı,13
sahtekarlık,13
yüksek,13
dolar,13
cumhuriyet,12
yenilgi,12
beni,12
yaptı,12
