word,count
var,42
türkiye,34
türk,33
biz,29
sinan,19
oğan,19
ben,18
cumhurbaşkanı,15
bizim,13
değil,11
devlet,11
milyon,11
ittifakı,10
çocuk,9
lira,9
beraber,8
sayın,8
milletinin,8
olur,8
olacak,8
benim,7
erdoğan,7
kendi,7
önemli,7
gelecek,7
ata,7
iş,7
liraya,7
üzerine,7
teşekkür,6
olun,6
genç,6
oy,6
birisidir,6
para,6
oluyor,6
biliyor,6
musunuz,6
getireceğiz,6
ekonomi,6
rant,6
türkiyeyi,6
yapalım,6
parlamenter,6
öncelikle,5
bugün,5
sebeple,5
milleti,5
iyi,5
insanlar,5
