word,count
biz,54
bizim,24
ben,21
var,20
değil,14
yaptık,13
istanbul,12
izmir,12
önemli,11
inşallah,11
türkiye,11
siz,10
zaman,9
özellikle,9
tek,9
lazım,8
arkadaşlar,8
yalan,8
e,8
içerisinde,8
olacağız,8
bakın,7
onlar,7
söz,7
dedik,7
farklı,7
güçlü,7
biliyorsunuz,7
ankara,7
aile,7
diyor,6
beraber,6
kürt,6
belediye,6
yıl,6
yüzde,6
bunlara,6
millet,6
kendi,6
allah,6
bin,6
hüdapar,6
adım,6
ediyor,5
mümkün,5
terör,5
hukuk,5
değerli,5
beni,5
konusu,5
