word,count
türkiye,9
türk,8
bin,7
var,6
yüzde,6
getireceğiz,6
iş,6
yurt,5
vatandaşlarım,4
cumhurbaşkanlığı,4
adayı,4
aday,4
biz,4
bakanlığı,4
hale,4
sinan,4
oğan,4
kapsamda,4
lira,4
ekonomik,4
asgari,4
sevgili,3
ikinci,3
sosyal,3
afet,3
olacaktır,3
yapacağız,3
yangın,3
ücretsiz,3
genç,3
vereceğiz,3
çip,3
türkiyeyi,3
üretim,3
gençlerimizin,3
tek,3
sınırı,3
alım,3
milleti,2
ittifakı,2
cumhurbaşkanı,2
siyasal,2
dört,2
hdp,2
oluşuyor,2
geriye,2
doksanlık,2
yirmi,2
onların,2
civarındadır,2
