word,count
ben,98
sayın,74
türk,64
biz,50
benim,35
var,30
parti,27
değil,26
ittifakı,26
türkiye,24
hdp,24
bizim,21
ifade,21
bana,18
ikinci,18
lazım,17
oy,17
siyaset,17
büyük,17
son,17
cumhurbaşkanı,16
söyleyeyim,16
erdoğan,16
önce,15
partisi,15
saygı,14
siz,14
özdağ,14
milliyetçi,14
iyi,14
seçim,13
vardı,13
bize,13
chp,13
kılıçdaroğlu,13
ettim,13
hiçbir,13
açık,12
sadece,12
mesela,12
cumhur,12
doğru,12
gün,11
iki,11
tane,11
olacak,11
bakınız,10
aday,10
dedik,10
kitle,10
