word,count
türkiye,22
biz,19
allah,14
bugün,11
bırakma,11
devam,7
var,7
kardeşlerim,7
bizim,7
ımf,7
milletimizin,6
sen,6
beraber,5
inşallah,5
ediyorum,5
bize,5
değil,5
rahmetli,5
yeni,5
son,5
edeceğiz,5
millet,4
milletim,4
milletimiz,4
tekrar,4
sahip,4
siyasi,4
büyük,4
kazanan,4
sadece,4
terör,4
vekil,4
a,4
diyordu,4
haline,4
bizi,4
günüdür,4
onlar,4
gördünüz,4
yıl,4
bay,4
cumhur,3
ittifakı,3
bizlere,3
değerli,3
yol,3
cumhurbaşkanlığı,3
seçimin,3
önemli,3
yüz,3
