word,count
biz,39
ben,30
var,21
parti,21
benim,19
ifade,15
zaman,14
evet,14
bizim,13
siz,12
türkiye,11
önce,11
değil,10
onlar,10
demokrasi,10
iyi,9
dolayısıyla,9
doğru,9
yeni,9
milletvekili,9
parlamentoda,9
arkadaşlar,9
edeyim,8
dedim,8
chp,8
bakın,7
sandık,7
onların,7
lazım,7
ilk,7
birisi,7
olayı,7
partisi,7
grup,7
kendi,7
dönem,7
bize,6
yüzde,6
iki,6
azından,6
güzel,6
hayır,6
olay,6
yüksek,6
seçim,6
halk,6
beraber,6
söyledim,6
gerekiyor,6
genel,6
