word,count
biz,38
bizim,26
ben,23
bay,23
değil,18
var,18
türkiye,17
terör,16
rusya,16
kemal,15
kürt,15
seçim,14
ayrı,14
parti,13
özellikle,12
benim,11
devam,11
gün,11
bey,11
açık,11
zaman,11
diyor,11
inşallah,11
birlikte,10
ak,10
söz,9
devlet,9
güçlü,9
pazar,8
önce,8
bakın,8
defne,8
milyar,8
günü,7
kılıçdaroğlu,7
olacaktır,7
chp,7
sadece,7
sen,7
hiçbir,7
istanbul,7
azerbaycan,7
adeta,6
cumhur,6
ittifakı,6
konuda,6
inşa,6
edeceğiz,6
vardı,6
onlar,6
