word,count
var,74
ben,68
türkiye,57
sayın,48
biz,40
değil,37
türk,34
biliyor,24
erdoğan,24
siz,23
musunuz,21
kılıçdaroğlu,21
hdp,21
parti,20
yurt,18
pkk,17
dedi,17
büyük,16
insanlar,15
bizim,14
önce,14
mesela,13
ifade,12
milyon,12
dolayısıyla,12
an,12
evet,12
devlet,12
aday,12
mhp,12
iyi,12
bin,11
zaman,11
hayır,11
üzerinde,10
iki,10
bugün,10
milliyetçisi,10
bana,10
oyunu,10
göç,9
benim,9
suriye,9
beni,9
israil,9
peki,9
suriyeliler,9
başka,9
gün,9
herkes,9
